Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT;Roy;roy;;;Substantiv;neut.;;;Nom;Sing;;;;3137.0;599.0;;;;2497.0;4181.0
BUCHMEIER,HERMIT;Royal;Royal;;;Substantiv;;;;Nom;Sing;;;;8978.0;149.0;;;;7208.0;1080.0
BUCHMEIER,HERMIT;Ruby;Ruby;;;Substantiv;;;;Nom;Sing;;;;8734.0;154.0;;;;5402.0;1557.0
A2,BUCHMEIER,HERMIT;Rucksack;Rucksack;der;;Substantiv;mask.;https://www.dwds.de/wb/Rucksack;0.0;Nom;Sing;;;;7902.0;176.0;;;;5924.0;1391.0
BUCHMEIER,HERMIT;Ruder;Ruder;;;Substantiv;neut.;;;Nom;Plur;;;;7193.0;200.0;;;;6015.0;1367.0
LEEDS,LEIPZIG;Rudolf;Rudolf;;;Substantiv;mask.;;;Nom;Sing;;;;;;3028.0;22.57;3694.0;;
BUCHMEIER,HERMIT;Rudy;Rudy;;;Substantiv;mask.;;;Nom;Sing;;;;7990.0;173.0;;;;7374.0;1052.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ruf;Ruf;;;Substantiv;mask.;;;Nom;Sing;;;;1156.0;2030.0;2066.0;35.96;1863.0;664.0;21947.0
BUCHMEIER,HERMIT;rufe;rufen;;;Substantiv;mask.;;;Nom;Plur;;;;1177.0;1968.0;;;;906.0;14701.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;rufen;rufen;;du rufst, ich rief;Verb;;https://www.dwds.de/wb/rufen;0.0;;;;;Inf;1205.0;1913.0;487.0;148.76;3872.0;733.0;18953.0
B1,LEIPZIG;Rufnummer;Rufnummer;die;;Substantiv;fem.;https://www.dwds.de/wb/Rufnummer;0.0;Nom;Sing;;;;;;;;9251.0;;
BUCHMEIER,HERMIT;rufst;rufst;;;Verb;;;;;Sing;;;Fin;4006.0;435.0;;;;3181.0;3059.0
BUCHMEIER,HERMIT,LEIPZIG;ruft;rufen;;;Verb;;;;;Sing;;;Fin;1698.0;1260.0;;;2822.0;1223.0;10127.0
BUCHMEIER,HERMIT;Ruh;Ruh;;;Substantiv;mask.;;;Nom;Sing;;;;7588.0;185.0;;;;4783.0;1834.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ruhe;Ruhe;die;;Substantiv;fem.;https://www.dwds.de/wb/Ruhe;0.0;Nom;Sing;;;;548.0;5448.0;1264.0;59.87;1529.0;468.0;34794.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ruhen;ruhen;;;Verb;;;;;Plur;;;Fin;5006.0;325.0;3353.0;19.8;9055.0;3446.0;2772.0
BUCHMEIER,HERMIT,LEIPZIG;Ruhestand;Ruhestand;;;Substantiv;mask.;;;Nom;Sing;;;;6752.0;217.0;;;4777.0;5981.0;1378.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ruhig;ruhig;;;Adjektiv;;https://www.dwds.de/wb/ruhig;0.0;;;Pos;;;540.0;5546.0;1221.0;61.73;3181.0;434.0;36940.0
BUCHMEIER,HERMIT;ruhiger;ruhig;;;Adverb;;;;;;Cmp;;;8550.0;158.0;;;;6943.0;1129.0
BUCHMEIER,HERMIT,LEIPZIG;Ruhm;Ruhm;;;Substantiv;mask.;;;Nom;Sing;;;;4515.0;370.0;;;6385.0;4272.0;2121.0
BUCHMEIER,HERMIT;ruht;ruhen;;;Verb;;;;;Sing;;;Fin;7862.0;177.0;;;;6695.0;1188.0
BUCHMEIER,HERMIT;ruinieren;ruinieren;;;Verb;;;;;;;;Inf;4761.0;347.0;;;;3688.0;2544.0
BUCHMEIER,HERMIT;ruiniert;ruinieren;;;Verb;;;;;;;;Part;3015.0;631.0;;;;2526.0;4133.0
BUCHMEIER,HERMIT;rum;Rum;;;Substantiv;neut.;;;Nom;Sing;;;;1152.0;2036.0;;;;990.0;12996.0
BUCHMEIER,HERMIT;rumhängen;rumhängen;;;Verb;;;;;Plur;;;Fin;7989.0;173.0;;;;9444.0;756.0
BUCHMEIER,HERMIT;rumlaufen;rumlaufen;;;Verb;;;;;;;;Inf;7628.0;184.0;;;;8260.0;903.0
LEEDS,LEIPZIG;Rumänien;Rumänien;;;Substantiv;neut.;;;Nom;Sing;;;;;;4233.0;14.59;3873.0;;
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;rund;rund;;runde;Adjektiv;;https://www.dwds.de/wb/rund;0.0;;;;;;4753.0;348.0;359.0;196.45;148.0;3235.0;3004.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Runde;Runde;die;;Substantiv;fem.;https://www.dwds.de/wb/Runde;0.0;Nom;Sing;;;;2296.0;875.0;;;1264.0;1773.0;6377.0
BUCHMEIER,HERMIT,LEIPZIG;Runden;Runde;;;Substantiv;fem.;;;Nom;Plur;;;;7366.0;193.0;;;5326.0;5535.0;1510.0
B1;Rundfahrt;Rundfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/Rundfahrt;0.0;Nom;Sing;;;;;;;;;;
LEEDS,LEIPZIG;Rundfunk;Rundfunk;;;Substantiv;mask.;;;Nom;Sing;;;;;;3919.0;16.19;4089.0;;
A2;Rundgang;Rundgang;der;;Substantiv;mask.;https://www.dwds.de/wb/Rundgang;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;runter;Runter;;;Adverb;;;;;;;;;510.0;5759.0;4404.0;13.82;8914.0;413.0;39290.0
B1;runterwerfen;runterwerfen;;;Verb;;https://www.dwds.de/wb/runterwerfen;0.0;;Plur;;;Fin;;;;;;;
BUCHMEIER,HERMIT;Russell;Russell;;;Substantiv;;;;Nom;Sing;;;;7958.0;174.0;;;;4818.0;1811.0
BUCHMEIER,HERMIT,LEIPZIG;Russen;Russe;;;Substantiv;mask.;;;Nom;Plur;;;;3119.0;604.0;;;2545.0;3017.0;3290.0
BUCHMEIER,HERMIT,LEEDS;Russisch;russisch;;;Adverb;;;;;;Pos;;;6780.0;216.0;1040.0;72.99;;5440.0;1544.0
BUCHMEIER,HERMIT,LEIPZIG;russische;russisch;;;Adjektiv;;;;Nom;Sing;Pos;;;6560.0;226.0;;;1370.0;5573.0;1497.0
BUCHMEIER,HERMIT,LEIPZIG;russischen;russisch;;;Verb;;;;;Plur;;;Fin;5146.0;312.0;;;929.0;5506.0;1518.0
BUCHMEIER,HERMIT,LEIPZIG;Russland;Russland;;;Substantiv;neut.;;;Nom;Sing;;;;4939.0;331.0;;;6116.0;3787.0;2465.0
BUCHMEIER,HERMIT;Rusty;Rusty;;;Substantiv;;;;Nom;Sing;;;;5426.0;289.0;;;;8232.0;907.0
BUCHMEIER,HERMIT,LEIPZIG;Ruth;Ruth;;;Substantiv;fem.;;;Nom;Sing;;;;8733.0;154.0;;;7301.0;4296.0;2106.0
LEEDS,LEIPZIG;Rußland;Rußland;;;Substantiv;neut.;;;Nom;Sing;;;;;;1160.0;65.23;711.0;;
LEEDS,LEIPZIG;Rußlands;Rußland;;;Substantiv;neut.;;;Gen;Sing;;;;;;4969.0;11.73;3145.0;;
BUCHMEIER,HERMIT;Ryan;Ryan;;;Substantiv;neut.;;;Nom;Sing;;;;2330.0;866.0;;;;1684.0;6876.0
BUCHMEIER,HERMIT;rächen;rächen;;;Verb;;;;;Plur;;;Fin;3713.0;477.0;;;;3551.0;2664.0
HERMIT,LEIPZIG;Räder;Rad;;;Substantiv;neut.;;;Nom;Plur;;;;;;;;8642.0;9437.0;757.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Rätsel;Rätsel;das;rätseln;Substantiv;neut.;https://www.dwds.de/wb/R%C3%A4tsel;0.0;Nom;Plur;;;;4208.0;407.0;4168.0;14.9;5975.0;3605.0;2616.0
BUCHMEIER,BW3,HERMIT,LEIPZIG;Räuber;Räuber;der;rauben;Substantiv;mask.;;;Nom;Sing;;;;5930.0;259.0;;;6712.0;5596.0;1489.0
BUCHMEIER,HERMIT,LEIPZIG;Räume;Raum;;;Substantiv;mask.;;;Nom;Plur;;;;8835.0;152.0;;;2437.0;5376.0;1565.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;räumen;räumen;;;Verb;;;;;;;;Inf;5671.0;273.0;2791.0;24.96;4379.0;3867.0;2402.0
HERMIT,LEIPZIG;räumt;räumen;;;Verb;;;;;Sing;;;Fin;;;;;3623.0;9053.0;797.0
HERMIT,LEIPZIG;Römer;Römer;;;Substantiv;mask.;;;Nom;Sing;;;;;;;;5039.0;6223.0;1313.0
HERMIT,LEIPZIG;römischen;römischen;;;Verb;;;;;Plur;;;Fin;;;;;5346.0;9888.0;710.0
BUCHMEIER,HERMIT;rüber;Rüber;;;Adverb;;;;;;;;;1120.0;2109.0;;;;1059.0;11953.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Rücken;Rücken;der;;Substantiv;mask.;https://www.dwds.de/wb/R%C3%BCcken#1;0.0;Nom;Sing;;;;1326.0;1696.0;1929.0;38.59;2114.0;1150.0;10852.0
B1;Rückfahrt;Rückfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/R%C3%BCckfahrt;0.0;Nom;Sing;;;;;;;;;;
LEEDS,LEIPZIG;Rückgang;Rückgang;;;Substantiv;mask.;;;Nom;Sing;;;;;;3681.0;17.52;2297.0;;
BUCHMEIER,HERMIT,LEIPZIG;rückgängig;rückgängig;;;Adverb;;;;;;Pos;;;8024.0;172.0;;;9229.0;6815.0;1160.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rückkehr;Rückkehr;die;;Substantiv;fem.;https://www.dwds.de/wb/R%C3%BCckkehr;0.0;Nom;Sing;;;;4109.0;421.0;2214.0;33.13;1605.0;3344.0;2889.0
BUCHMEIER,HERMIT;Rückseite;Rückseite;;;Substantiv;fem.;;;Nom;Sing;;;;8069.0;171.0;;;;8279.0;901.0
HERMIT,LEEDS,LEIPZIG;Rücksicht;Rücksicht;;;Substantiv;fem.;;;Nom;Sing;;;;;;3397.0;19.49;4355.0;8510.0;868.0
BUCHMEIER,HERMIT;Rücksitz;Rücksitz;;;Substantiv;mask.;;;Nom;Sing;;;;9612.0;136.0;;;;9538.0;745.0
HERMIT,LEIPZIG;rückt;rücken;;;Verb;;;;;Sing;;;Fin;;;;;5166.0;8992.0;804.0
LEEDS,LEIPZIG;Rücktritt;Rücktritt;;;Substantiv;mask.;;;Nom;Sing;;;;;;4547.0;13.3;1814.0;;
BUCHMEIER,HERMIT;Rückweg;Rückweg;;;Substantiv;mask.;;;Nom;Sing;;;;8395.0;162.0;;;;8456.0;875.0
B1,BUCHMEIER,HERMIT;rückwärts;rückwärts;;;Adverb;;https://www.dwds.de/wb/r%C3%BCckw%C3%A4rts;0.0;;;;;;5850.0;263.0;;;;5757.0;1439.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rückzug;Rückzug;;;Substantiv;mask.;;;Nom;Sing;;;;4337.0;390.0;3778.0;16.9;3203.0;5550.0;1506.0
BUCHMEIER,HERMIT;Rühr;Rühr;;;Substantiv;fem.;;;Nom;Sing;;;;8251.0;166.0;;;;7452.0;1035.0
HERMIT,LEEDS;rühren;rühren;;;Verb;;;;;Plur;;;Fin;;;4192.0;14.83;;5848.0;1414.0
BUCHMEIER,HERMIT;rührt;rühren;;;Verb;;;;;Sing;;;Fin;8684.0;155.0;;;;5437.0;1546.0
BUCHMEIER,HERMIT;Rüstung;Rüstung;;;Substantiv;fem.;;;Nom;Sing;;;;7627.0;184.0;;;;8825.0;823.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Saal;Saal;der;Säle;Substantiv;mask.;https://www.dwds.de/wb/Saal;0.0;Nom;Sing;;;;7861.0;177.0;3451.0;19.13;2622.0;6296.0;1289.0
HERMIT,LEEDS,LEIPZIG;Sabine;Sabine;;;Substantiv;fem.;;;Nom;Sing;;;;;;4706.0;12.68;4927.0;9379.0;762.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Sache;Sache;die;;Substantiv;fem.;https://www.dwds.de/wb/Sache;0.0;Nom;Sing;;;;343.0;8712.0;353.0;200.2;641.0;322.0;52830.0
BUCHMEIER,HERMIT,LEIPZIG;Sachen;Sache;;;Substantiv;fem.;;;Nom;Plur;;;;582.0;5064.0;;;4132.0;556.0;28679.0
LEEDS,LEIPZIG;sachlich;sachlich;;;Adverb;;;;;;Pos;;;;;2876.0;24.0;9092.0;;
LEEDS,LEIPZIG;Sachsen;Sachsen;;;Substantiv;neut.;;;Nom;Sing;;;;;;3593.0;18.12;2635.0;;
BUCHMEIER,HERMIT;Sachte;sacht;;;Verb;;;;;Sing;;;Fin;7561.0;186.0;;;;4387.0;2056.0
B1,BUCHMEIER,HERMIT;Sack;Sack;der;;Substantiv;mask.;https://www.dwds.de/wb/Sack;0.0;Nom;Sing;;;;2983.0;639.0;;;;2710.0;3782.0
BUCHMEIER,HERMIT;Sackgasse;Sackgaß;;;Substantiv;fem.;;;Nom;Sing;;;;6951.0;208.0;;;;7426.0;1041.0
BUCHMEIER,HERMIT;Safe;Safe;;;Substantiv;fem.;;;Nom;Sing;;;;4699.0;352.0;;;;3696.0;2540.0
A1,BUCHMEIER,BW1,HERMIT;Saft;Saft;der;Säfte, saftig;Substantiv;mask.;https://www.dwds.de/wb/Saft;0.0;Nom;Sing;;;;5125.0;314.0;;;;4853.0;1790.0
BUCHMEIER,HERMIT;Sag;Sag;;;Substantiv;;;;Nom;Sing;;;;333.0;8915.0;;;;215.0;87203.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sage;sagen;;;Verb;;;;;Sing;;;Fin;435.0;6792.0;4317.0;14.2;4900.0;359.0;47197.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;sagen;sagen;;du sagst;Verb;;https://www.dwds.de/wb/sagen;0.0;;Plur;;;Fin;109.0;33190.0;82.0;1058.66;414.0;96.0;236702.0
BUCHMEIER,HERMIT;sagst;Sagst;;;Verb;;;;;Sing;;;Fin;577.0;5143.0;;;;509.0;32048.0
BUCHMEIER,HERMIT,LEIPZIG;sagt;sagen;;;Verb;;;;;Sing;;;Fin;264.0;11986.0;;;145.0;236.0;78008.0
BUCHMEIER,HERMIT,LEIPZIG;sagte;sagen;;;Verb;;;;;Sing;;;Fin;214.0;15350.0;;;100.0;190.0;98657.0
BUCHMEIER,HERMIT,LEIPZIG;sagten;sagen;;;Verb;;;;;Plur;;;Fin;951.0;2612.0;;;3355.0;776.0;17649.0
BUCHMEIER,HERMIT;sagtest;sagtest;;;Adverb;;;;;;Pos;;;1450.0;1527.0;;;;1282.0;9558.0
BUCHMEIER,HERMIT,LEIPZIG;sah;sehen;;;Verb;;;;;Sing;;;Fin;536.0;5556.0;;;992.0;435.0;36936.0
BUCHMEIER,HERMIT,LEIPZIG;sahen;sehen;;;Verb;;;;;Plur;;;Fin;2019.0;1034.0;;;3249.0;1603.0;7272.0
B1,BUCHMEIER,HERMIT;Sahne;Sahne;die;;Substantiv;fem.;https://www.dwds.de/wb/Sahne;0.0;Nom;Sing;;;;9667.0;135.0;;;;8568.0;860.0
BUCHMEIER,HERMIT;sahst;sahst;;;Adverb;;;;;;Pos;;;7860.0;177.0;;;;6540.0;1226.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Saison;Saison;die;;Substantiv;fem.;https://www.dwds.de/wb/Saison;0.0;Nom;Sing;;;;6985.0;207.0;2298.0;31.87;953.0;5970.0;1379.0
BUCHMEIER,HERMIT;Sal;Sal;;;Substantiv;;;;Nom;Sing;;;;7278.0;197.0;;;;7594.0;1009.0
A1,BUCHMEIER,HERMIT;Salat;Salat;der;;Substantiv;mask.;https://www.dwds.de/wb/Salat;0.0;Nom;Sing;;;;4993.0;326.0;;;;4752.0;1848.0
B1;Salbe;Salbe;die;;Substantiv;fem.;https://www.dwds.de/wb/Salbe;0.0;Nom;Plur;;;;;;;;;;
BUCHMEIER,HERMIT;Sally;Sally;;;Substantiv;;;;Nom;Sing;;;;3136.0;599.0;;;;3257.0;2984.0
B1,HERMIT;Salon;Salon;der;;Substantiv;mask.;https://www.dwds.de/wb/Salon;0.0;Nom;Sing;;;;;;;;;6935.0;1131.0
A1,BUCHMEIER,HERMIT,LEIPZIG;Salz;Salz;das;;Substantiv;neut.;https://www.dwds.de/wb/Salz;0.0;Nom;Sing;;;;5282.0;301.0;;;9133.0;4452.0;2017.0
B1;salzig;Salzig;;;Adjektiv;;https://www.dwds.de/wb/salzig;0.0;;;Pos;;;;;;;;;
BUCHMEIER,HERMIT;Sam;Sam;;;Substantiv;mask.;;;Nom;Sing;;;;843.0;3013.0;;;;736.0;18717.0
BUCHMEIER,HERMIT;Samantha;Samantha;;;Substantiv;fem.;;;Nom;Sing;;;;6067.0;251.0;;;;4931.0;1752.0
BUCHMEIER,HERMIT;Samen;Samen;;;Substantiv;mask.;;;Nom;Plur;;;;8169.0;168.0;;;;7871.0;963.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;sammeln;sammeln;;du sammelst, Sammlung;Verb;;https://www.dwds.de/wb/sammeln;0.0;;;;;Inf;4085.0;425.0;1402.0;54.04;3890.0;3099.0;3169.0
BUCHMEIER,HERMIT,LEIPZIG;sammelt;sammeln;;;Verb;;;;;Sing;;;Fin;9881.0;131.0;;;8048.0;7625.0;1004.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Sammlung;Sammlung;;;Substantiv;fem.;;;Nom;Sing;;;;7068.0;204.0;2273.0;32.34;2414.0;6126.0;1337.0
BUCHMEIER,HERMIT;Sammy;Sammy;;;Substantiv;mask.;;;Nom;Sing;;;;3849.0;456.0;;;;3789.0;2463.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Samstag;Samstag;der;;Substantiv;mask.;https://www.dwds.de/wb/Samstag;0.0;Nom;Sing;;;;3098.0;607.0;1101.0;69.21;412.0;2365.0;4494.0
LEEDS,LEIPZIG;samt;samt;;;Präposition;;;;;;;;;;;3970.0;15.88;3197.0;;
BUCHMEIER,HERMIT;Samurai;samurai;;;Andere;;;;;;;;;3106.0;606.0;;;;5729.0;1447.0
BUCHMEIER,HERMIT,LEEDS;San;San;;;Substantiv;;;;;;;;;2197.0;927.0;2920.0;23.57;;1916.0;5844.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Sand;Sand;der;;Substantiv;mask.;https://www.dwds.de/wb/Sand;0.0;Nom;Sing;;;;3482.0;525.0;3575.0;18.22;4138.0;3337.0;2898.0
BUCHMEIER,HERMIT;Sandra;Sandra;;;Substantiv;fem.;;;Nom;Sing;;;;6596.0;224.0;;;;6012.0;1368.0
BUCHMEIER,HERMIT;Sandwich;sandwich;;;Adverb;;;;;;Pos;;;4731.0;350.0;;;;4240.0;2140.0
BUCHMEIER,HERMIT;Sandy;Sandy;;;Andere;;;;;;;;;3748.0;470.0;;;;4976.0;1731.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sanft;sanft;;;Adverb;;;;;;Pos;;;6187.0;244.0;2991.0;22.82;9273.0;4921.0;1759.0
HERMIT,LEIPZIG;sang;singen;;;Verb;;;;;Sing;;;Fin;;;;;9579.0;7798.0;976.0
BUCHMEIER,HERMIT;Sanitäter;Sanitäter;;;Substantiv;mask.;;;Nom;Sing;;;;6522.0;228.0;;;;6047.0;1360.0
BUCHMEIER,HERMIT;Santa;Santa;;;Substantiv;;;;;;;;;4908.0;334.0;;;;3807.0;2450.0
BUCHMEIER,HERMIT;Sara;Sara;;;Substantiv;fem.;;;Nom;Sing;;;;2145.0;960.0;;;;2860.0;3498.0
BUCHMEIER,HERMIT;Sarah;Sarah;;;Substantiv;fem.;;;Nom;Sing;;;;1219.0;1889.0;;;;1376.0;8781.0
BUCHMEIER,HERMIT;Sarg;Sarg;;;Substantiv;mask.;;;Nom;Sing;;;;5297.0;299.0;;;;4208.0;2159.0
BUCHMEIER,HERMIT;Sarge;Sarg;;;Substantiv;fem.;;;Nom;Sing;;;;5073.0;319.0;;;;9103.0;793.0
BUCHMEIER,HERMIT;Satan;Satan;;;Substantiv;mask.;;;Nom;Sing;;;;7713.0;181.0;;;;6898.0;1138.0
BUCHMEIER,HERMIT,LEIPZIG;Satelliten;Satellit;;;Substantiv;mask.;;;Nom;Plur;;;;4108.0;421.0;;;6681.0;7847.0;967.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;satt;satt;;;Adjektiv;;https://www.dwds.de/wb/satt;0.0;Nom;Sing;;;;2571.0;765.0;4821.0;12.21;9820.0;2066.0;5229.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Satz;Satz;der;Sätze;Substantiv;mask.;https://www.dwds.de/wb/Satz;0.0;Nom;Sing;;;;2879.0;666.0;632.0;115.5;1293.0;3546.0;2672.0
BUCHMEIER,HERMIT;Sau;Sau;;;Substantiv;fem.;;;Nom;Sing;;;;5632.0;275.0;;;;5244.0;1613.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sauber;Sauber;;;Adjektiv;;https://www.dwds.de/wb/sauber;0.0;;;Pos;;;1417.0;1560.0;2551.0;27.98;7072.0;1315.0;9286.0
BUCHMEIER,HERMIT;saubere;sauber;;;Verb;;;;;Sing;;;Fin;8469.0;160.0;;;;6690.0;1189.0
B1;Sauce;Sauce;die;;Substantiv;fem.;https://www.dwds.de/wb/Sauce;0.0;Nom;Sing;;;;;;;;;;
A2,BUCHMEIER,HERMIT,LEIPZIG;sauer;sauer;;;Adjektiv;;https://www.dwds.de/wb/sauer;0.0;;;Pos;;;1299.0;1756.0;;;9391.0;1167.0;10704.0
BUCHMEIER,HERMIT,LEIPZIG;Sauerstoff;Sauerstoff;;;Substantiv;mask.;;;Acc;Sing;;;;6578.0;225.0;;;9122.0;4901.0;1767.0
BUCHMEIER,HERMIT;Saul;Saul;;;Substantiv;mask.;;;Nom;Sing;;;;8874.0;151.0;;;;6769.0;1171.0
BUCHMEIER,HERMIT,LEIPZIG;saß;sitzen;;;Verb;;;;;Sing;;;Fin;2949.0;649.0;;;2919.0;2146.0;5013.0
BUCHMEIER,HERMIT,LEIPZIG;saßen;sitzen;;;Verb;;;;;Plur;;;Fin;6751.0;217.0;;;5769.0;5830.0;1422.0
BUCHMEIER,HERMIT;Schach;Schach;;;Substantiv;neut.;;;Nom;Sing;;;;6489.0;229.0;;;;5512.0;1516.0
B1,BUCHMEIER,HERMIT;Schachtel;Schachtel;die;;Substantiv;fem.;https://www.dwds.de/wb/Schachtel;0.0;Nom;Plur;;;;5578.0;279.0;;;;4968.0;1733.0
A2,B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;schade;schade;der;;Substantiv;;https://www.dwds.de/wb/schade;0.0;;;Pos;;;2393.0;830.0;3671.0;17.58;7555.0;1212.0;10280.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schaden;Schaden;der;;Substantiv;mask.;https://www.dwds.de/wb/Schaden;0.0;Nom;Sing;;;;2783.0;695.0;1131.0;66.93;1381.0;1566.0;7496.0
BUCHMEIER,HERMIT;schadet;schaden;;;Verb;;;;;Sing;;;Fin;7587.0;185.0;;;;5845.0;1415.0
BUCHMEIER,BW1,HERMIT,LEEDS;Schaf;Schaf;das;;Substantiv;neut.;;;Nom;Sing;;;;9394.0;140.0;4370.0;13.95;;7755.0;983.0
BUCHMEIER,HERMIT,LEIPZIG;Schafe;Schaf;;;Substantiv;neut.;;;Nom;Plur;;;;7322.0;195.0;;;8809.0;5468.0;1535.0
BUCHMEIER,HERMIT;schaff;Schaff;;;Substantiv;;;;Nom;Sing;;;;4599.0;362.0;;;;3035.0;3267.0
BUCHMEIER,HERMIT;schaffe;schaffen;;;Verb;;;;;Sing;;;Fin;2407.0;825.0;;;;1996.0;5490.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;schaffen;schaffen;;du schaffst;Verb;;https://www.dwds.de/wb/schaffen;0.0;;;;;Inf;784.0;3350.0;269.0;261.33;709.0;665.0;21929.0
BUCHMEIER,HERMIT;schaffst;Schaffst;;;Substantiv;;;;Nom;Sing;;;;2069.0;1007.0;;;;1766.0;6397.0
BUCHMEIER,HERMIT,LEIPZIG;schafft;schaffen;;;Verb;;;;;Sing;;;Fin;2248.0;897.0;;;2470.0;1624.0;7180.0
BUCHMEIER,HERMIT,LEIPZIG;schaffte;schaffen;;;Verb;;;;;Sing;;;Fin;8067.0;171.0;;;5174.0;7251.0;1072.0
LEEDS,LEIPZIG;Schaffung;Schaffung;;;Substantiv;fem.;;;Nom;Sing;;;;;;2650.0;26.64;4026.0;;
BUCHMEIER,HERMIT;Schale;Schale;;;Substantiv;;;;Nom;Sing;;;;8208.0;167.0;;;;7677.0;996.0
BUCHMEIER,HERMIT;Schalt;Schalt;;;Substantiv;fem.;;;Nom;Sing;;;;8323.0;164.0;;;;6884.0;1142.0
BUCHMEIER,HERMIT;schalte;schaln;;;Verb;;;;;Sing;;;Fin;9718.0;134.0;;;;5868.0;1409.0
B1,BUCHMEIER,HERMIT,LEEDS;schalten;schalten;;;Verb;;https://www.dwds.de/wb/schalten#1;0.0;;Plur;;;Fin;6245.0;241.0;4508.0;13.45;;3737.0;2503.0
A1,BUCHMEIER,HERMIT;Schalter;Schalter;der;;Substantiv;mask.;https://www.dwds.de/wb/Schalter;0.0;Nom;Sing;;;;5864.0;262.0;;;;6327.0;1280.0
BUCHMEIER,HERMIT;Schande;Schande;;;Substantiv;fem.;;;Nom;Sing;;;;2233.0;908.0;;;;2061.0;5235.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;scharf;scharf;;Schärfe;Adjektiv;;https://www.dwds.de/wb/scharf;0.0;;;Pos;;;2298.0;874.0;1559.0;48.64;3602.0;2221.0;4834.0
HERMIT,LEIPZIG;scharfe;scharf;;;Adjektiv;;;;Nom;Sing;Pos;;;;;;;6489.0;7476.0;1032.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schatten;Schatten;der;;Substantiv;mask.;https://www.dwds.de/wb/Schatten;0.0;Nom;Sing;;;;2647.0;739.0;2005.0;36.97;2354.0;2084.0;5188.0
BUCHMEIER,BW3,HERMIT,LEEDS;Schatz;Schatz;der;Schätze;Substantiv;mask.;;;Nom;Sing;;;;627.0;4649.0;3702.0;17.42;;479.0;34026.0
BUCHMEIER,HERMIT,LEIPZIG;Schau;Schau;;;Substantiv;fem.;;;Nom;Sing;;;;660.0;4376.0;;;4098.0;510.0;32038.0
BUCHMEIER,HERMIT;schaue;schauen;;;Verb;;;;;Sing;;;Fin;4424.0;380.0;;;;3255.0;2985.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;schauen;schauen;;;Verb;;https://www.dwds.de/wb/schauen;0.0;;;;;Inf;1610.0;1344.0;675.0;108.94;3743.0;871.0;15350.0
BW1,HERMIT;Schaufel;Schaufel;die;;Substantiv;fem.;;;Nom;Sing;;;;;;;;;9531.0;746.0
B1;Schaufenster;Schaufenster;das;;Substantiv;neut.;https://www.dwds.de/wb/Schaufenster;0.0;Nom;Plur;;;;;;;;;;
BW1;Schaukel;Schaukel;die;schaukeln;Substantiv;fem.;;;Nom;Sing;;;;;;;;;;
