Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Roland;;;;;;;8789.0;153;4235.0;14.57;6001.0;7231.0;1077.0
LEEDS,LEIPZIG;Rolf;;;;;;;;;4106.0;15.17;4225.0;;
BUCHMEIER,HERMIT;Roll;;;;;;;8788.0;153;;;;6352.0;1275.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rolle;die;;Substantiv;fem.;https://www.dwds.de/wb/Rolle#2;0.0;1059.0;2259;369.0;191.8;443.0;1024.0;12375.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rollen;;;;;;;5267.0;302;3588.0;18.12;4390.0;3859.0;2411.0
LEO739;Roller;der;;Substantiv;;;;;;;;;;
BUCHMEIER,HERMIT;Rollstuhl;;;;;;;6781.0;216;;;;6330.0;1279.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rom;;;;;;;2695.0;721;2216.0;33.12;1672.0;2016.0;5441.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Roman;der;;Substantiv;mask.;https://www.dwds.de/wb/Roman;0.0;4471.0;375;1147.0;65.86;957.0;3116.0;3142.0
HERMIT,LEIPZIG;Romantik;;;;;;;;;;;8987.0;9435.0;757.0
A2,BUCHMEIER,HERMIT,LEEDS;romantisch;;;Adjektiv;;https://www.dwds.de/wb/romantisch;0.0;4817.0;342;4873.0;12.02;;3880.0;2393.0
BUCHMEIER,HERMIT;Romeo;;;;;;;7367.0;193;;;;5510.0;1517.0
BUCHMEIER,HERMIT;Ron;;;;;;;5670.0;273;;;;4192.0;2168.0
BUCHMEIER,HERMIT;Ronnie;;;;;;;6045.0;252;;;;4930.0;1756.0
BUCHMEIER,HERMIT,LEIPZIG;Rosa;;;;;;;5785.0;266;;;9841.0;3177.0;3062.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Rose;die;;Substantiv;fem.;https://www.dwds.de/wb/Rose;0.0;1880.0;1132;4004.0;15.73;8584.0;1726.0;6632.0
BUCHMEIER,HERMIT;Rosen;;;;;;;4770.0;346;;;;4416.0;2041.0
BUCHMEIER,HERMIT;Rosie;;;;;;;8102.0;170;;;;6199.0;1320.0
BUCHMEIER,HERMIT;Ross;;;;;;;1448.0;1528;;;;2506.0;4166.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739;rot;;;Adjektiv;;https://www.dwds.de/wb/rot;0.0;3392.0;540;1009.0;75.12;6291.0;1930.0;5784.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;rote;;;;;;;3187.0;588;2172.0;34.01;4053.0;2317.0;4610.0
BUCHMEIER,HERMIT,LEIPZIG;roten;;;;;;;3099.0;607;;;2265.0;2264.0;4739.0
BUCHMEIER,HERMIT,LEIPZIG;Route;;;;;;;5927.0;259;;;9096.0;5614.0;1482.0
BUCHMEIER,HERMIT,LEIPZIG;Routine;;;;;;;9668.0;135;;;9161.0;7894.0;958.0
BUCHMEIER,HERMIT;Roy;;;;;;;3137.0;599;;;;2497.0;4181.0
BUCHMEIER,HERMIT;Royal;;;;;;;8978.0;149;;;;7208.0;1080.0
BUCHMEIER,HERMIT;Ruby;;;;;;;8734.0;154;;;;5402.0;1557.0
A2,BUCHMEIER,HERMIT;Rucksack;der;;Substantiv;mask.;https://www.dwds.de/wb/Rucksack;0.0;7902.0;176;;;;5924.0;1391.0
BUCHMEIER,HERMIT;Ruder;;;;;;;7193.0;200;;;;6015.0;1367.0
LEEDS,LEIPZIG;Rudolf;;;;;;;;;3028.0;22.57;3694.0;;
BUCHMEIER,HERMIT;Rudy;;;;;;;7990.0;173;;;;7374.0;1052.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ruf;;;;;;;1156.0;2030;2066.0;35.96;1863.0;664.0;21947.0
BUCHMEIER,HERMIT;rufe;;;;;;;1177.0;1968;;;;906.0;14701.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;rufen;;du rufst, ich rief;Verb;;https://www.dwds.de/wb/rufen;0.0;1205.0;1913;487.0;148.76;3872.0;733.0;18953.0
B1,LEIPZIG;Rufnummer;die;;Substantiv;fem.;https://www.dwds.de/wb/Rufnummer;0.0;;;;;9251.0;;
BUCHMEIER,HERMIT;rufst;;;;;;;4006.0;435;;;;3181.0;3059.0
BUCHMEIER,HERMIT,LEIPZIG;ruft;;;;;;;1698.0;1260;;;2822.0;1223.0;10127.0
BUCHMEIER,HERMIT;Ruh;;;;;;;7588.0;185;;;;4783.0;1834.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ruhe;die;;Substantiv;fem.;https://www.dwds.de/wb/Ruhe;0.0;548.0;5448;1264.0;59.87;1529.0;468.0;34794.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ruhen;;;;;;;5006.0;325;3353.0;19.8;9055.0;3446.0;2772.0
BUCHMEIER,HERMIT,LEIPZIG;Ruhestand;;;;;;;6752.0;217;;;4777.0;5981.0;1378.0
A1,BUCHMEIER,FEHLER300,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;ruhig;;;Adjektiv;;https://www.dwds.de/wb/ruhig;0.0;540.0;5546;1221.0;61.73;3181.0;434.0;36940.0
BUCHMEIER,HERMIT;ruhiger;;;;;;;8550.0;158;;;;6943.0;1129.0
BUCHMEIER,HERMIT,LEIPZIG;Ruhm;;;;;;;4515.0;370;;;6385.0;4272.0;2121.0
BUCHMEIER,HERMIT;ruht;;;;;;;7862.0;177;;;;6695.0;1188.0
BUCHMEIER,HERMIT;ruinieren;;;;;;;4761.0;347;;;;3688.0;2544.0
BUCHMEIER,HERMIT;ruiniert;;;;;;;3015.0;631;;;;2526.0;4133.0
BUCHMEIER,HERMIT;rum;;;;;;;1152.0;2036;;;;990.0;12996.0
BUCHMEIER,HERMIT;rumhängen;;;;;;;7989.0;173;;;;9444.0;756.0
BUCHMEIER,HERMIT;rumlaufen;;;;;;;7628.0;184;;;;8260.0;903.0
LEEDS,LEIPZIG;Rumänien;;;;;;;;;4233.0;14.59;3873.0;;
A2,BUCHMEIER,BW3,FEHLER300,HERMIT,LEEDS,LEIPZIG;rund;;runde;Adjektiv;;https://www.dwds.de/wb/rund;0.0;4753.0;348;359.0;196.45;148.0;3235.0;3004.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Runde;die;;Substantiv;fem.;https://www.dwds.de/wb/Runde;0.0;2296.0;875;;;1264.0;1773.0;6377.0
BUCHMEIER,HERMIT,LEIPZIG;Runden;;;;;;;7366.0;193;;;5326.0;5535.0;1510.0
B1;Rundfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/Rundfahrt;0.0;;;;;;;
LEEDS,LEIPZIG;Rundfunk;;;;;;;;;3919.0;16.19;4089.0;;
A2;Rundgang;der;;Substantiv;mask.;https://www.dwds.de/wb/Rundgang;0.0;;;;;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;runter;;;;;;;510.0;5759;4404.0;13.82;8914.0;413.0;39290.0
B1;runterwerfen;;;Verb;;https://www.dwds.de/wb/runterwerfen;0.0;;;;;;;
BUCHMEIER,HERMIT;Russell;;;;;;;7958.0;174;;;;4818.0;1811.0
BUCHMEIER,HERMIT,LEIPZIG;Russen;;;;;;;3119.0;604;;;2545.0;3017.0;3290.0
BUCHMEIER,HERMIT,LEEDS;Russisch;;;;;;;6780.0;216;1040.0;72.99;;5440.0;1544.0
BUCHMEIER,HERMIT,LEIPZIG;russische;;;;;;;6560.0;226;;;1370.0;5573.0;1497.0
BUCHMEIER,HERMIT,LEIPZIG;russischen;;;;;;;5146.0;312;;;929.0;5506.0;1518.0
BUCHMEIER,HERMIT,LEIPZIG;Russland;;;;;;;4939.0;331;;;6116.0;3787.0;2465.0
BUCHMEIER,HERMIT;Rusty;;;;;;;5426.0;289;;;;8232.0;907.0
BUCHMEIER,HERMIT,LEIPZIG;Ruth;;;;;;;8733.0;154;;;7301.0;4296.0;2106.0
LEEDS,LEIPZIG;Rußland;;;;;;;;;1160.0;65.23;711.0;;
LEEDS,LEIPZIG;Rußlands;;;;;;;;;4969.0;11.73;3145.0;;
BUCHMEIER,HERMIT;Ryan;;;;;;;2330.0;866;;;;1684.0;6876.0
BUCHMEIER,HERMIT;rächen;;;;;;;3713.0;477;;;;3551.0;2664.0
HERMIT,LEIPZIG;Räder;;;;;;;;;;;8642.0;9437.0;757.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Rätsel;das;rätseln;Substantiv;neutr.;https://www.dwds.de/wb/R%C3%A4tsel;0.0;4208.0;407;4168.0;14.9;5975.0;3605.0;2616.0
BUCHMEIER,BW3,HERMIT,LEIPZIG;Räuber;der;rauben;Substantiv;;;;5930.0;259;;;6712.0;5596.0;1489.0
BUCHMEIER,HERMIT,LEIPZIG;Räume;;;;;;;8835.0;152;;;2437.0;5376.0;1565.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;räumen;;;;;;;5671.0;273;2791.0;24.96;4379.0;3867.0;2402.0
HERMIT,LEIPZIG;räumt;;;;;;;;;;;3623.0;9053.0;797.0
HERMIT,LEIPZIG;Römer;;;;;;;;;;;5039.0;6223.0;1313.0
HERMIT,LEIPZIG;römischen;;;;;;;;;;;5346.0;9888.0;710.0
BUCHMEIER,HERMIT;rüber;;;;;;;1120.0;2109;;;;1059.0;11953.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Rücken;der;;Substantiv;mask.;https://www.dwds.de/wb/R%C3%BCcken#1;0.0;1326.0;1696;1929.0;38.59;2114.0;1150.0;10852.0
B1;Rückfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/R%C3%BCckfahrt;0.0;;;;;;;
LEEDS,LEIPZIG;Rückgang;;;;;;;;;3681.0;17.52;2297.0;;
FEHLER200,FEHLER400;Rückgrat;;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;rückgängig;;;;;;;8024.0;172;;;9229.0;6815.0;1160.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rückkehr;die;;Substantiv;fem.;https://www.dwds.de/wb/R%C3%BCckkehr;0.0;4109.0;421;2214.0;33.13;1605.0;3344.0;2889.0
BUCHMEIER,HERMIT;Rückseite;;;;;;;8069.0;171;;;;8279.0;901.0
HERMIT,LEEDS,LEIPZIG;Rücksicht;;;;;;;;;3397.0;19.49;4355.0;8510.0;868.0
BUCHMEIER,HERMIT;Rücksitz;;;;;;;9612.0;136;;;;9538.0;745.0
HERMIT,LEIPZIG;rückt;;;;;;;;;;;5166.0;8992.0;804.0
LEEDS,LEIPZIG;Rücktritt;;;;;;;;;4547.0;13.3;1814.0;;
BUCHMEIER,HERMIT;Rückweg;;;;;;;8395.0;162;;;;8456.0;875.0
B1,BUCHMEIER,HERMIT;rückwärts;;;Adverb;;https://www.dwds.de/wb/r%C3%BCckw%C3%A4rts;0.0;5850.0;263;;;;5757.0;1439.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Rückzug;;;;;;;4337.0;390;3778.0;16.9;3203.0;5550.0;1506.0
BUCHMEIER,HERMIT;Rühr;;;;;;;8251.0;166;;;;7452.0;1035.0
HERMIT,LEEDS;rühren;;;;;;;;;4192.0;14.83;;5848.0;1414.0
BUCHMEIER,HERMIT;rührt;;;;;;;8684.0;155;;;;5437.0;1546.0
BUCHMEIER,HERMIT;Rüstung;;;;;;;7627.0;184;;;;8825.0;823.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Saal;der;Säle;Substantiv;mask.;https://www.dwds.de/wb/Saal;0.0;7861.0;177;3451.0;19.13;2622.0;6296.0;1289.0
HERMIT,LEEDS,LEIPZIG;Sabine;;;;;;;;;4706.0;12.68;4927.0;9379.0;762.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Sache;die;;Substantiv;fem.;https://www.dwds.de/wb/Sache;0.0;343.0;8712;353.0;200.2;641.0;322.0;52830.0
BUCHMEIER,HERMIT,LEIPZIG;Sachen;;;;;;;582.0;5064;;;4132.0;556.0;28679.0
LEEDS,LEIPZIG;sachlich;;;;;;;;;2876.0;24.0;9092.0;;
LEEDS,LEIPZIG;Sachsen;;;;;;;;;3593.0;18.12;2635.0;;
BUCHMEIER,HERMIT;Sachte;;;;;;;7561.0;186;;;;4387.0;2056.0
LEO739;Sachunterricht;der;;Substantiv;;;;;;;;;;
B1,BUCHMEIER,HERMIT;Sack;der;;Substantiv;mask.;https://www.dwds.de/wb/Sack;0.0;2983.0;639;;;;2710.0;3782.0
BUCHMEIER,HERMIT;Sackgasse;;;;;;;6951.0;208;;;;7426.0;1041.0
BUCHMEIER,HERMIT;Safe;;;;;;;4699.0;352;;;;3696.0;2540.0
A1,BUCHMEIER,BW1,HERMIT,LEO739;Saft;der;Säfte, saftig;Substantiv;mask.;https://www.dwds.de/wb/Saft;0.0;5125.0;314;;;;4853.0;1790.0
BUCHMEIER,HERMIT;Sag;;;;;;;333.0;8915;;;;215.0;87203.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sage;;;;;;;435.0;6792;4317.0;14.2;4900.0;359.0;47197.0
A1,BUCHMEIER,BW1,FEHLER100,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;sagen;;du sagst;Verb;;https://www.dwds.de/wb/sagen;0.0;109.0;33190;82.0;1058.66;414.0;96.0;236702.0
BUCHMEIER,HERMIT;sagst;;;;;;;577.0;5143;;;;509.0;32048.0
BUCHMEIER,FEHLER300,HERMIT,LEIPZIG;sagt;;;;;;;264.0;11986;;;145.0;236.0;78008.0
BUCHMEIER,HERMIT,LEIPZIG;sagte;;;;;;;214.0;15350;;;100.0;190.0;98657.0
BUCHMEIER,HERMIT,LEIPZIG;sagten;;;;;;;951.0;2612;;;3355.0;776.0;17649.0
BUCHMEIER,HERMIT;sagtest;;;;;;;1450.0;1527;;;;1282.0;9558.0
BUCHMEIER,FEHLER300,HERMIT,LEIPZIG;sah;;;;;;;536.0;5556;;;992.0;435.0;36936.0
BUCHMEIER,HERMIT,LEIPZIG;sahen;;;;;;;2019.0;1034;;;3249.0;1603.0;7272.0
B1,BUCHMEIER,HERMIT;Sahne;die;;Substantiv;fem.;https://www.dwds.de/wb/Sahne;0.0;9667.0;135;;;;8568.0;860.0
BUCHMEIER,HERMIT;sahst;;;;;;;7860.0;177;;;;6540.0;1226.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Saison;die;;Substantiv;fem.;https://www.dwds.de/wb/Saison;0.0;6985.0;207;2298.0;31.87;953.0;5970.0;1379.0
FEHLER400;Saite;;;;;;;;;;;;;
BUCHMEIER,HERMIT;Sal;;;;;;;7278.0;197;;;;7594.0;1009.0
LEO739;Salami;die;;Substantiv;;;;;;;;;;
A1,BUCHMEIER,HERMIT,LEO739;Salat;der;;Substantiv;mask.;https://www.dwds.de/wb/Salat;0.0;4993.0;326;;;;4752.0;1848.0
B1;Salbe;die;;Substantiv;fem.;https://www.dwds.de/wb/Salbe;0.0;;;;;;;
BUCHMEIER,HERMIT;Sally;;;;;;;3136.0;599;;;;3257.0;2984.0
B1,HERMIT;Salon;der;;Substantiv;mask.;https://www.dwds.de/wb/Salon;0.0;;;;;;6935.0;1131.0
A1,BUCHMEIER,HERMIT,LEIPZIG,LEO739;Salz;das;;Substantiv;neutr.;https://www.dwds.de/wb/Salz;0.0;5282.0;301;;;9133.0;4452.0;2017.0
B1;salzig;;;Adjektiv;;https://www.dwds.de/wb/salzig;0.0;;;;;;;
BUCHMEIER,HERMIT;Sam;;;;;;;843.0;3013;;;;736.0;18717.0
BUCHMEIER,HERMIT;Samantha;;;;;;;6067.0;251;;;;4931.0;1752.0
BUCHMEIER,HERMIT;Samen;;;;;;;8169.0;168;;;;7871.0;963.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;sammeln;;du sammelst, Sammlung;Verb;;https://www.dwds.de/wb/sammeln;0.0;4085.0;425;1402.0;54.04;3890.0;3099.0;3169.0
BUCHMEIER,FEHLER300,HERMIT,LEIPZIG;sammelt;;;;;;;9881.0;131;;;8048.0;7625.0;1004.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Sammlung;;;;;;;7068.0;204;2273.0;32.34;2414.0;6126.0;1337.0
BUCHMEIER,HERMIT;Sammy;;;;;;;3849.0;456;;;;3789.0;2463.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;Samstag;der;;Substantiv;mask.;https://www.dwds.de/wb/Samstag;0.0;3098.0;607;1101.0;69.21;412.0;2365.0;4494.0
LEEDS,LEIPZIG;samt;;;;;;;;;3970.0;15.88;3197.0;;
BUCHMEIER,HERMIT;Samurai;;;;;;;3106.0;606;;;;5729.0;1447.0
BUCHMEIER,HERMIT,LEEDS;San;;;;;;;2197.0;927;2920.0;23.57;;1916.0;5844.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Sand;der;;Substantiv;mask.;https://www.dwds.de/wb/Sand;0.0;3482.0;525;3575.0;18.22;4138.0;3337.0;2898.0
BUCHMEIER,HERMIT;Sandra;;;;;;;6596.0;224;;;;6012.0;1368.0
BUCHMEIER,HERMIT;Sandwich;;;;;;;4731.0;350;;;;4240.0;2140.0
BUCHMEIER,HERMIT;Sandy;;;;;;;3748.0;470;;;;4976.0;1731.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sanft;;;;;;;6187.0;244;2991.0;22.82;9273.0;4921.0;1759.0
HERMIT,LEIPZIG;sang;;;;;;;;;;;9579.0;7798.0;976.0
BUCHMEIER,HERMIT;Sanitäter;;;;;;;6522.0;228;;;;6047.0;1360.0
BUCHMEIER,HERMIT;Santa;;;;;;;4908.0;334;;;;3807.0;2450.0
BUCHMEIER,HERMIT;Sara;;;;;;;2145.0;960;;;;2860.0;3498.0
BUCHMEIER,HERMIT;Sarah;;;;;;;1219.0;1889;;;;1376.0;8781.0
BUCHMEIER,HERMIT;Sarg;;;;;;;5297.0;299;;;;4208.0;2159.0
BUCHMEIER,HERMIT;Sarge;;;;;;;5073.0;319;;;;9103.0;793.0
BUCHMEIER,HERMIT;Satan;;;;;;;7713.0;181;;;;6898.0;1138.0
BUCHMEIER,FEHLER200,FEHLER400;Satellit;;;;;;;8548.0;158;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Satelliten;;;;;;;4108.0;421;;;6681.0;7847.0;967.0
B1,BUCHMEIER,BW3,FEHLER300,HERMIT,LEEDS,LEIPZIG;satt;;;Adjektiv;;https://www.dwds.de/wb/satt;0.0;2571.0;765;4821.0;12.21;9820.0;2066.0;5229.0
HERMIT,LEO739;Sattel;der;;Substantiv;;;;;;;;;8882.0;817.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG,LEO739;Satz;der;Sätze;Substantiv;mask.;https://www.dwds.de/wb/Satz;0.0;2879.0;666;632.0;115.5;1293.0;3546.0;2672.0
BUCHMEIER,HERMIT;Sau;;;;;;;5632.0;275;;;;5244.0;1613.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;sauber;;;Adjektiv;;https://www.dwds.de/wb/sauber;0.0;1417.0;1560;2551.0;27.98;7072.0;1315.0;9286.0
BUCHMEIER,HERMIT;saubere;;;;;;;8469.0;160;;;;6690.0;1189.0
B1;Sauce;die;;Substantiv;fem.;https://www.dwds.de/wb/Sauce;0.0;;;;;;;
A2,BUCHMEIER,HERMIT,LEIPZIG;sauer;;;Adjektiv;;https://www.dwds.de/wb/sauer;0.0;1299.0;1756;;;9391.0;1167.0;10704.0
BUCHMEIER,HERMIT,LEIPZIG;Sauerstoff;;;;;;;6578.0;225;;;9122.0;4901.0;1767.0
BUCHMEIER,HERMIT;Saul;;;;;;;8874.0;151;;;;6769.0;1171.0
BUCHMEIER,FEHLER100,FEHLER300,HERMIT,LEIPZIG;saß;;;;;;;2949.0;649;;;2919.0;2146.0;5013.0
BUCHMEIER,HERMIT,LEIPZIG;saßen;;;;;;;6751.0;217;;;5769.0;5830.0;1422.0
BUCHMEIER,HERMIT;Schach;;;;;;;6489.0;229;;;;5512.0;1516.0
B1,BUCHMEIER,HERMIT;Schachtel;die;;Substantiv;fem.;https://www.dwds.de/wb/Schachtel;0.0;5578.0;279;;;;4968.0;1733.0
A2,B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;schade;der;;Substantiv;mask.;https://www.dwds.de/wb/schade;0.0;2393.0;830;3671.0;17.58;7555.0;1212.0;10280.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schaden;der;;Substantiv;mask.;https://www.dwds.de/wb/Schaden;0.0;2783.0;695;1131.0;66.93;1381.0;1566.0;7496.0
BUCHMEIER,HERMIT;schadet;;;;;;;7587.0;185;;;;5845.0;1415.0
BUCHMEIER,BW1,HERMIT,LEEDS,LEO739,NRW422;Schaf;das;;Substantiv;;;;9394.0;140;4370.0;13.95;;7755.0;983.0
BUCHMEIER,HERMIT,LEIPZIG;Schafe;;;;;;;7322.0;195;;;8809.0;5468.0;1535.0
BUCHMEIER,HERMIT;schaff;;;;;;;4599.0;362;;;;3035.0;3267.0
BUCHMEIER,HERMIT;schaffe;;;;;;;2407.0;825;;;;1996.0;5490.0
A2,BUCHMEIER,BW3,FEHLER100,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;schaffen;;du schaffst;Verb;;https://www.dwds.de/wb/schaffen;0.0;784.0;3350;269.0;261.33;709.0;665.0;21929.0
BUCHMEIER,HERMIT;schaffst;;;;;;;2069.0;1007;;;;1766.0;6397.0
BUCHMEIER,FEHLER300,HERMIT,LEIPZIG;schafft;;;;;;;2248.0;897;;;2470.0;1624.0;7180.0
BUCHMEIER,HERMIT,LEIPZIG;schaffte;;;;;;;8067.0;171;;;5174.0;7251.0;1072.0
LEEDS,LEIPZIG;Schaffung;;;;;;;;;2650.0;26.64;4026.0;;
HERMIT,LEO739,NRW422;Schal;der;;Substantiv;;;;;;;;;7621.0;1004.0
BUCHMEIER,HERMIT;Schale;;;;;;;8208.0;167;;;;7677.0;996.0
BUCHMEIER,HERMIT;Schalt;;;;;;;8323.0;164;;;;6884.0;1142.0
BUCHMEIER,HERMIT;schalte;;;;;;;9718.0;134;;;;5868.0;1409.0
B1,BUCHMEIER,HERMIT,LEEDS;schalten;;;Verb;;https://www.dwds.de/wb/schalten#1;0.0;6245.0;241;4508.0;13.45;;3737.0;2503.0
A1,BUCHMEIER,HERMIT;Schalter;der;;Substantiv;mask.;https://www.dwds.de/wb/Schalter;0.0;5864.0;262;;;;6327.0;1280.0
BUCHMEIER,HERMIT;Schande;;;;;;;2233.0;908;;;;2061.0;5235.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;scharf;;Schärfe;Adjektiv;;https://www.dwds.de/wb/scharf;0.0;2298.0;874;1559.0;48.64;3602.0;2221.0;4834.0
HERMIT,LEIPZIG;scharfe;;;;;;;;;;;6489.0;7476.0;1032.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schatten;der;;Substantiv;mask.;https://www.dwds.de/wb/Schatten;0.0;2647.0;739;2005.0;36.97;2354.0;2084.0;5188.0
BUCHMEIER,BW3,HERMIT,LEEDS;Schatz;der;Schätze;Substantiv;;;;627.0;4649;3702.0;17.42;;479.0;34026.0
BUCHMEIER,HERMIT,LEIPZIG;Schau;;;;;;;660.0;4376;;;4098.0;510.0;32038.0
BUCHMEIER,HERMIT;schaue;;;;;;;4424.0;380;;;;3255.0;2985.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG,LEO739,NRW422;schauen;;;Verb;;https://www.dwds.de/wb/schauen;0.0;1610.0;1344;675.0;108.94;3743.0;871.0;15350.0
BW1,HERMIT,LEO739,NRW422;Schaufel;die;;Substantiv;;;;;;;;;9531.0;746.0
B1;Schaufenster;das;;Substantiv;neutr.;https://www.dwds.de/wb/Schaufenster;0.0;;;;;;;
BW1,LEO739,NRW422;Schaukel;die;schaukeln;Substantiv;;;;;;;;;;
LEO739,NRW422;schaukeln;;;;;;;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schauspieler;der;;Substantiv;mask.;https://www.dwds.de/wb/Schauspieler;0.0;1740.0;1230;3445.0;19.18;2184.0;2612.0;3955.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Schauspielerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Schauspielerin;0.0;4392.0;383;;;6237.0;4099.0;2229.0
BUCHMEIER,HERMIT;schaust;;;;;;;4478.0;374;;;;4465.0;2006.0
BUCHMEIER,HERMIT,LEIPZIG;Schaut;;;;;;;2416.0;821;;;3991.0;1523.0;7797.0
BUCHMEIER,HERMIT;schaute;;;;;;;7626.0;184;;;;7080.0;1104.0
BUCHMEIER,HERMIT;Scheck;;;;;;;3365.0;546;;;;2971.0;3343.0
BUCHMEIER,HERMIT;Schecks;;;;;;;9499.0;138;;;;7966.0;947.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Scheibe;die;;Substantiv;fem.;https://www.dwds.de/wb/Scheibe;0.0;9666.0;135;3831.0;16.62;9039.0;6197.0;1321.0
B1,BUCHMEIER,HERMIT,LEEDS;scheiden;;;Verb;;https://www.dwds.de/wb/scheiden;0.0;5285.0;300;4152.0;14.98;;3779.0;2471.0
B1,BUCHMEIER,HERMIT,LEIPZIG;Scheidung;die;;Substantiv;fem.;https://www.dwds.de/wb/Scheidung;0.0;3906.0;449;;;7992.0;2885.0;3468.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Schein;der;;Substantiv;mask.;https://www.dwds.de/wb/Schein#2;0.0;6084.0;250;3587.0;18.13;7384.0;6499.0;1237.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;scheinbar;;;;;;;5370.0;293;1624.0;46.28;3165.0;3462.0;2753.0
BUCHMEIER,HERMIT;Scheine;;;;;;;8547.0;158;;;;6374.0;1270.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;scheinen;;;Verb;;https://www.dwds.de/wb/scheinen;0.0;2401.0;827;227.0;300.59;2007.0;1994.0;5502.0
BUCHMEIER,HERMIT;scheinst;;;;;;;4118.0;419;;;;4253.0;2131.0
BUCHMEIER,HERMIT,LEIPZIG;scheint;;;;;;;704.0;4002;;;436.0;594.0;26026.0
BUCHMEIER,HERMIT;Scheiss;;;;;;;4609.0;361;;;;8994.0;803.0
BUCHMEIER,HERMIT;Scheisse;;;;;;;1366.0;1639;;;;3894.0;2384.0
HERMIT,LEEDS,LEIPZIG;scheitern;;;;;;;;;1761.0;42.5;3703.0;6932.0;1131.0
BUCHMEIER,HERMIT;Scheiß;;;;;;;1032.0;2346;;;;667.0;21719.0
BUCHMEIER,HERMIT;Scheiße;;;;;;;351.0;8477;;;;288.0;61982.0
BUCHMEIER,HERMIT;scheißegal;;;;;;;4926.0;332;;;;3629.0;2596.0
HERMIT,LEEDS;scheißen;;;;;;;;;4681.0;12.76;;7910.0;956.0
BUCHMEIER,HERMIT;Scheißer;;;;;;;7503.0;188;;;;6666.0;1196.0
BUCHMEIER,HERMIT;Scheißkerl;;;;;;;3418.0;536;;;;3443.0;2777.0
BUCHMEIER,HERMIT;schenke;;;;;;;8322.0;164;;;;5996.0;1373.0
